40	20
20	3
30	15	1195.644084
30	16	1195.644084
30	17	1195.644084
30	18	1195.644084
30	19	1195.644084
30	20	1195.644084
30	21	1195.644084
30	22	1195.644084
30	23	1195.644084
31	14	1195.644084
31	15	1195.644084
31	16	1195.644084
31	17	1195.644084
31	18	1195.644084
31	19	1195.644084
31	20	1195.644084
31	21	1195.644084
31	22	1195.644084
31	23	1195.644084
32	14	1195.644084
32	15	1195.644084
32	16	1195.644084
32	17	1195.644084
32	18	1195.644084
32	19	1195.644084
32	20	1195.644084
32	21	1195.644084
32	22	1195.644084
32	23	1195.644084
33	14	1195.644084
33	15	1195.644084
33	16	1195.644084
33	17	1195.644084
33	18	1195.644084
33	19	1195.644084
33	20	1195.644084
33	21	1195.644084
33	22	1195.644084
33	23	1195.644084
34	14	1195.644084
34	15	1195.644084
34	16	1195.644084
34	17	1195.644084
34	18	1195.644084
34	19	1195.644084
34	20	1195.644084
34	21	1195.644084
34	22	1195.644084
34	23	1195.644084
35	14	1195.644084
35	15	1195.644084
35	16	1195.644084
35	17	1195.644084
35	18	1195.644084
35	19	1195.644084
35	20	1195.644084
35	21	1195.644084
35	22	1195.644084
35	23	1195.644084
36	14	1195.644084
36	15	1195.644084
36	16	1195.644084
36	17	1195.644084
36	18	1195.644084
36	19	1195.644084
36	20	1195.644084
36	21	1195.644084
36	22	1195.644084
36	23	1195.644084
13	19	188.410673
13	20	188.410673
13	21	188.410673
13	22	188.410673
13	23	188.410673
14	19	188.410673
14	20	188.410673
14	21	188.410673
14	22	188.410673
14	23	188.410673
15	19	188.410673
15	20	188.410673
15	21	188.410673
15	22	188.410673
15	23	188.410673
16	19	188.410673
16	20	188.410673
16	21	188.410673
16	22	188.410673
16	23	188.410673
17	19	188.410673
17	20	188.410673
17	21	188.410673
17	22	188.410673
17	23	188.410673
42	38	1370.505060
42	39	1370.505060
42	40	1370.505060
43	38	1370.505060
43	39	1370.505060
43	40	1370.505060
44	38	1370.505060
44	39	1370.505060
44	40	1370.505060
21	28	1327.644457
21	29	1327.644457
21	30	1327.644457
21	31	1327.644457
21	32	1327.644457
21	33	1327.644457
21	34	1327.644457
21	35	1327.644457
21	36	1327.644457
22	28	1327.644457
22	29	1327.644457
22	30	1327.644457
22	31	1327.644457
22	32	1327.644457
22	33	1327.644457
22	34	1327.644457
22	35	1327.644457
22	36	1327.644457
23	28	1327.644457
23	29	1327.644457
23	30	1327.644457
23	31	1327.644457
23	32	1327.644457
23	33	1327.644457
23	34	1327.644457
23	35	1327.644457
23	36	1327.644457
24	28	1327.644457
24	29	1327.644457
24	30	1327.644457
24	31	1327.644457
24	32	1327.644457
24	33	1327.644457
24	34	1327.644457
24	35	1327.644457
24	36	1327.644457
25	28	1327.644457
25	29	1327.644457
25	30	1327.644457
25	31	1327.644457
25	32	1327.644457
25	33	1327.644457
25	34	1327.644457
25	35	1327.644457
25	36	1327.644457
26	28	1327.644457
26	29	1327.644457
26	30	1327.644457
26	31	1327.644457
26	32	1327.644457
26	33	1327.644457
26	34	1327.644457
26	35	1327.644457
26	36	1327.644457
27	28	1327.644457
27	29	1327.644457
27	30	1327.644457
27	31	1327.644457
27	32	1327.644457
27	33	1327.644457
27	34	1327.644457
27	35	1327.644457
27	36	1327.644457
28	28	1327.644457
28	29	1327.644457
28	30	1327.644457
28	31	1327.644457
28	32	1327.644457
28	33	1327.644457
28	34	1327.644457
28	35	1327.644457
28	36	1327.644457
29	28	1327.644457
29	29	1327.644457
29	30	1327.644457
29	31	1327.644457
29	32	1327.644457
29	33	1327.644457
29	34	1327.644457
29	35	1327.644457
29	36	1327.644457
38	45	1661.587221
38	46	1661.587221
38	47	1661.587221
38	48	1661.587221
38	49	1661.587221
39	45	1661.587221
39	46	1661.587221
39	47	1661.587221
39	48	1661.587221
39	49	1661.587221
40	45	1661.587221
40	46	1661.587221
40	47	1661.587221
40	48	1661.587221
40	49	1661.587221
41	45	1661.587221
41	46	1661.587221
41	47	1661.587221
41	48	1661.587221
41	49	1661.587221
42	45	1661.587221
42	46	1661.587221
42	47	1661.587221
42	48	1661.587221
42	49	1661.587221
20	38	719.720981
20	39	719.720981
20	40	719.720981
20	41	719.720981
20	42	719.720981
20	43	719.720981
21	38	719.720981
21	39	719.720981
21	40	719.720981
21	41	719.720981
21	42	719.720981
21	43	719.720981
22	38	719.720981
22	39	719.720981
22	40	719.720981
22	41	719.720981
22	42	719.720981
22	43	719.720981
23	38	719.720981
23	39	719.720981
23	40	719.720981
23	41	719.720981
23	42	719.720981
23	43	719.720981
24	38	719.720981
24	39	719.720981
24	40	719.720981
24	41	719.720981
24	42	719.720981
24	43	719.720981
25	38	719.720981
25	39	719.720981
25	40	719.720981
25	41	719.720981
25	42	719.720981
25	43	719.720981
10	25	205.779160
10	26	205.779160
10	27	205.779160
10	28	205.779160
10	29	205.779160
10	30	205.779160
10	31	205.779160
10	32	205.779160
11	25	205.779160
11	26	205.779160
11	27	205.779160
11	28	205.779160
11	29	205.779160
11	30	205.779160
11	31	205.779160
11	32	205.779160
12	25	205.779160
12	26	205.779160
12	27	205.779160
12	28	205.779160
12	29	205.779160
12	30	205.779160
12	31	205.779160
12	32	205.779160
13	25	205.779160
13	26	205.779160
13	27	205.779160
13	28	205.779160
13	29	205.779160
13	30	205.779160
13	31	205.779160
13	32	205.779160
14	25	205.779160
14	26	205.779160
14	27	205.779160
14	28	205.779160
14	29	205.779160
14	30	205.779160
14	31	205.779160
14	32	205.779160
15	25	205.779160
15	26	205.779160
15	27	205.779160
15	28	205.779160
15	29	205.779160
15	30	205.779160
15	31	205.779160
15	32	205.779160
16	25	205.779160
16	26	205.779160
16	27	205.779160
16	28	205.779160
16	29	205.779160
16	30	205.779160
16	31	205.779160
16	32	205.779160
17	25	205.779160
17	26	205.779160
17	27	205.779160
17	28	205.779160
17	29	205.779160
17	30	205.779160
17	31	205.779160
17	32	205.779160
27	7	308.440394
27	8	308.440394
27	9	308.440394
27	10	308.440394
28	7	308.440394
28	8	308.440394
28	9	308.440394
28	10	308.440394
29	7	308.440394
29	8	308.440394
29	9	308.440394
29	10	308.440394
30	7	308.440394
30	8	308.440394
30	9	308.440394
30	10	308.440394
5	36	584.248338
5	37	584.248338
5	38	584.248338
5	39	584.248338
5	40	584.248338
5	41	584.248338
5	42	584.248338
5	43	584.248338
5	44	584.248338
5	45	584.248338
5	46	584.248338
6	36	584.248338
6	37	584.248338
6	38	584.248338
6	39	584.248338
6	40	584.248338
6	41	584.248338
6	42	584.248338
6	43	584.248338
6	44	584.248338
6	45	584.248338
6	46	584.248338
7	36	584.248338
7	37	584.248338
7	38	584.248338
7	39	584.248338
7	40	584.248338
7	41	584.248338
7	42	584.248338
7	43	584.248338
7	44	584.248338
7	45	584.248338
7	46	584.248338
8	36	584.248338
8	37	584.248338
8	38	584.248338
8	39	584.248338
8	40	584.248338
8	41	584.248338
8	42	584.248338
8	43	584.248338
8	44	584.248338
8	45	584.248338
8	46	584.248338
9	36	584.248338
9	37	584.248338
9	38	584.248338
9	39	584.248338
9	40	584.248338
9	41	584.248338
9	42	584.248338
9	43	584.248338
9	44	584.248338
9	45	584.248338
9	46	584.248338
10	36	584.248338
10	37	584.248338
10	38	584.248338
10	39	584.248338
10	40	584.248338
10	41	584.248338
10	42	584.248338
10	43	584.248338
10	44	584.248338
10	45	584.248338
10	46	584.248338
11	36	584.248338
11	37	584.248338
11	38	584.248338
11	39	584.248338
11	40	584.248338
11	41	584.248338
11	42	584.248338
11	43	584.248338
11	44	584.248338
11	45	584.248338
11	46	584.248338
12	36	584.248338
12	37	584.248338
12	38	584.248338
12	39	584.248338
12	40	584.248338
12	41	584.248338
12	42	584.248338
12	43	584.248338
12	44	584.248338
12	45	584.248338
12	46	584.248338
13	36	584.248338
13	37	584.248338
13	38	584.248338
13	39	584.248338
13	40	584.248338
13	41	584.248338
13	42	584.248338
13	43	584.248338
13	44	584.248338
13	45	584.248338
13	46	584.248338
14	36	584.248338
14	37	584.248338
14	38	584.248338
14	39	584.248338
14	40	584.248338
14	41	584.248338
14	42	584.248338
14	43	584.248338
14	44	584.248338
14	45	584.248338
14	46	584.248338
15	36	584.248338
15	37	584.248338
15	38	584.248338
15	39	584.248338
15	40	584.248338
15	41	584.248338
15	42	584.248338
15	43	584.248338
15	44	584.248338
15	45	584.248338
15	46	584.248338
43	21	1676.187983
43	22	1676.187983
43	23	1676.187983
43	24	1676.187983
44	21	1676.187983
44	22	1676.187983
44	23	1676.187983
44	24	1676.187983
45	21	1676.187983
45	22	1676.187983
45	23	1676.187983
45	24	1676.187983
46	21	1676.187983
46	22	1676.187983
46	23	1676.187983
46	24	1676.187983
40	15	191.845033
40	16	191.845033
40	17	191.845033
41	15	191.845033
41	16	191.845033
41	17	191.845033
42	15	191.845033
42	16	191.845033
42	17	191.845033
23	24	587.059710
23	25	587.059710
23	26	587.059710
24	24	587.059710
24	25	587.059710
24	26	587.059710
25	24	587.059710
25	25	587.059710
25	26	587.059710
34	2	513.215038
34	3	513.215038
34	4	513.215038
35	2	513.215038
35	3	513.215038
35	4	513.215038
36	2	513.215038
36	3	513.215038
36	4	513.215038
20	6	1606.569102
20	7	1606.569102
20	8	1606.569102
20	9	1606.569102
21	6	1606.569102
21	7	1606.569102
21	8	1606.569102
21	9	1606.569102
22	6	1606.569102
22	7	1606.569102
22	8	1606.569102
22	9	1606.569102
23	6	1606.569102
23	7	1606.569102
23	8	1606.569102
23	9	1606.569102
37	5	758.669497
37	6	758.669497
38	5	758.669497
38	6	758.669497
42	9	785.405400
42	10	785.405400
42	11	785.405400
43	9	785.405400
43	10	785.405400
43	11	785.405400
44	9	785.405400
44	10	785.405400
44	11	785.405400
9	8	638.395463
9	9	638.395463
9	10	638.395463
9	11	638.395463
9	12	638.395463
9	13	638.395463
9	14	638.395463
9	15	638.395463
10	8	638.395463
10	9	638.395463
10	10	638.395463
10	11	638.395463
10	12	638.395463
10	13	638.395463
10	14	638.395463
10	15	638.395463
11	8	638.395463
11	9	638.395463
11	10	638.395463
11	11	638.395463
11	12	638.395463
11	13	638.395463
11	14	638.395463
11	15	638.395463
12	8	638.395463
12	9	638.395463
12	10	638.395463
12	11	638.395463
12	12	638.395463
12	13	638.395463
12	14	638.395463
12	15	638.395463
13	8	638.395463
13	9	638.395463
13	10	638.395463
13	11	638.395463
13	12	638.395463
13	13	638.395463
13	14	638.395463
13	15	638.395463
14	8	638.395463
14	9	638.395463
14	10	638.395463
14	11	638.395463
14	12	638.395463
14	13	638.395463
14	14	638.395463
14	15	638.395463
15	8	638.395463
15	9	638.395463
15	10	638.395463
15	11	638.395463
15	12	638.395463
15	13	638.395463
15	14	638.395463
15	15	638.395463
16	8	638.395463
16	9	638.395463
16	10	638.395463
16	11	638.395463
16	12	638.395463
16	13	638.395463
16	14	638.395463
16	15	638.395463
20	19	893.472846
20	20	893.472846
20	21	893.472846
20	22	893.472846
20	23	893.472846
21	19	893.472846
21	20	893.472846
21	21	893.472846
21	22	893.472846
21	23	893.472846
22	19	893.472846
22	20	893.472846
22	21	893.472846
22	22	893.472846
22	23	893.472846
23	19	893.472846
23	20	893.472846
23	21	893.472846
23	22	893.472846
23	23	893.472846
24	19	893.472846
24	20	893.472846
24	21	893.472846
24	22	893.472846
24	23	893.472846
5	6	839.257907
5	7	839.257907
5	8	839.257907
6	6	839.257907
6	7	839.257907
6	8	839.257907
7	6	839.257907
7	7	839.257907
7	8	839.257907
36	8	1445.848365
36	9	1445.848365
36	10	1445.848365
36	11	1445.848365
36	12	1445.848365
36	13	1445.848365
37	8	1445.848365
37	9	1445.848365
37	10	1445.848365
37	11	1445.848365
37	12	1445.848365
37	13	1445.848365
38	8	1445.848365
38	9	1445.848365
38	10	1445.848365
38	11	1445.848365
38	12	1445.848365
38	13	1445.848365
39	8	1445.848365
39	9	1445.848365
39	10	1445.848365
39	11	1445.848365
39	12	1445.848365
39	13	1445.848365
40	8	1445.848365
40	9	1445.848365
40	10	1445.848365
40	11	1445.848365
40	12	1445.848365
40	13	1445.848365
41	8	1445.848365
41	9	1445.848365
41	10	1445.848365
41	11	1445.848365
41	12	1445.848365
41	13	1445.848365
36	27	760.939725
36	28	760.939725
37	27	760.939725
37	28	760.939725
43	32	1550.319477
43	33	1550.319477
43	34	1550.319477
43	35	1550.319477
44	32	1550.319477
44	33	1550.319477
44	34	1550.319477
44	35	1550.319477
45	32	1550.319477
45	33	1550.319477
45	34	1550.319477
45	35	1550.319477
46	32	1550.319477
46	33	1550.319477
46	34	1550.319477
46	35	1550.319477
39	28	1070.098883
39	29	1070.098883
39	30	1070.098883
40	28	1070.098883
40	29	1070.098883
40	30	1070.098883
41	28	1070.098883
41	29	1070.098883
41	30	1070.098883
47	44	1032.107767
47	45	1032.107767
47	46	1032.107767
48	44	1032.107767
48	45	1032.107767
48	46	1032.107767
49	44	1032.107767
49	45	1032.107767
49	46	1032.107767
27	38	305.615848
27	39	305.615848
28	38	305.615848
28	39	305.615848
38	22	1527.359550
38	23	1527.359550
38	24	1527.359550
38	25	1527.359550
38	26	1527.359550
39	22	1527.359550
39	23	1527.359550
39	24	1527.359550
39	25	1527.359550
39	26	1527.359550
40	22	1527.359550
40	23	1527.359550
40	24	1527.359550
40	25	1527.359550
40	26	1527.359550
41	22	1527.359550
41	23	1527.359550
41	24	1527.359550
41	25	1527.359550
41	26	1527.359550
42	22	1527.359550
42	23	1527.359550
42	24	1527.359550
42	25	1527.359550
42	26	1527.359550
46	37	709.205319
46	38	709.205319
46	39	709.205319
47	37	709.205319
47	38	709.205319
47	39	709.205319
48	37	709.205319
48	38	709.205319
48	39	709.205319
35	42	874.700218
35	43	874.700218
36	42	874.700218
36	43	874.700218
41	4	484.869606
41	5	484.869606
41	6	484.869606
41	7	484.869606
42	4	484.869606
42	5	484.869606
42	6	484.869606
42	7	484.869606
43	4	484.869606
43	5	484.869606
43	6	484.869606
43	7	484.869606
44	4	484.869606
44	5	484.869606
44	6	484.869606
44	7	484.869606
28	43	342.215040
28	44	342.215040
29	43	342.215040
29	44	342.215040
34	47	1553.757357
34	48	1553.757357
34	49	1553.757357
34	50	1553.757357
35	47	1553.757357
35	48	1553.757357
35	49	1553.757357
35	50	1553.757357
36	47	1553.757357
36	48	1553.757357
36	49	1553.757357
36	50	1553.757357
37	47	1553.757357
37	48	1553.757357
37	49	1553.757357
37	50	1553.757357
43	42	835.209692
43	43	835.209692
43	44	835.209692
43	45	835.209692
44	42	835.209692
44	43	835.209692
44	44	835.209692
44	45	835.209692
45	42	835.209692
45	43	835.209692
45	44	835.209692
45	45	835.209692
46	42	835.209692
46	43	835.209692
46	44	835.209692
46	45	835.209692
43	16	835.075203
43	17	835.075203
43	18	835.075203
44	16	835.075203
44	17	835.075203
44	18	835.075203
45	16	835.075203
45	17	835.075203
45	18	835.075203
48	24	455.687043
48	25	455.687043
48	26	455.687043
49	24	455.687043
49	25	455.687043
49	26	455.687043
50	24	455.687043
50	25	455.687043
50	26	455.687043
2	31	505.623123
2	32	505.623123
2	33	505.623123
2	34	505.623123
3	31	505.623123
3	32	505.623123
3	33	505.623123
3	34	505.623123
4	31	505.623123
4	32	505.623123
4	33	505.623123
4	34	505.623123
5	31	505.623123
5	32	505.623123
5	33	505.623123
5	34	505.623123
2	25	1085.872771
2	26	1085.872771
3	25	1085.872771
3	26	1085.872771
10	48	706.702707
10	49	706.702707
11	48	706.702707
11	49	706.702707
33	26	646.692773
33	27	646.692773
33	28	646.692773
34	26	646.692773
34	27	646.692773
34	28	646.692773
35	26	646.692773
35	27	646.692773
35	28	646.692773
32	6	731.605426
32	7	731.605426
32	8	731.605426
32	9	731.605426
33	6	731.605426
33	7	731.605426
33	8	731.605426
33	9	731.605426
34	6	731.605426
34	7	731.605426
34	8	731.605426
34	9	731.605426
35	6	731.605426
35	7	731.605426
35	8	731.605426
35	9	731.605426
38	2	626.704809
38	3	626.704809
39	2	626.704809
39	3	626.704809
47	5	1081.017492
47	6	1081.017492
47	7	1081.017492
47	8	1081.017492
48	5	1081.017492
48	6	1081.017492
48	7	1081.017492
48	8	1081.017492
49	5	1081.017492
49	6	1081.017492
49	7	1081.017492
49	8	1081.017492
50	5	1081.017492
50	6	1081.017492
50	7	1081.017492
50	8	1081.017492
46	16	1065.958291
46	17	1065.958291
46	18	1065.958291
46	19	1065.958291
47	16	1065.958291
47	17	1065.958291
47	18	1065.958291
47	19	1065.958291
48	16	1065.958291
48	17	1065.958291
48	18	1065.958291
48	19	1065.958291
49	16	1065.958291
49	17	1065.958291
49	18	1065.958291
49	19	1065.958291
2	12	352.909843
2	13	352.909843
2	14	352.909843
3	12	352.909843
3	13	352.909843
3	14	352.909843
4	12	352.909843
4	13	352.909843
4	14	352.909843
20	24	786.333763
20	25	786.333763
21	24	786.333763
21	25	786.333763
31	47	1181.887285
31	48	1181.887285
32	47	1181.887285
32	48	1181.887285
26	46	365.790882
26	47	365.790882
26	48	365.790882
27	46	365.790882
27	47	365.790882
27	48	365.790882
28	46	365.790882
28	47	365.790882
28	48	365.790882
20	2	1217.556177
20	3	1217.556177
21	2	1217.556177
21	3	1217.556177
2	17	570.631275
2	18	570.631275
2	19	570.631275
3	17	570.631275
3	18	570.631275
3	19	570.631275
4	17	570.631275
4	18	570.631275
4	19	570.631275
29	25	768.629462
29	26	768.629462
30	25	768.629462
30	26	768.629462
28	4	981.247915
28	5	981.247915
28	6	981.247915
29	4	981.247915
29	5	981.247915
29	6	981.247915
30	4	981.247915
30	5	981.247915
30	6	981.247915
2	3	598.434932
2	4	598.434932
2	5	598.434932
3	3	598.434932
3	4	598.434932
3	5	598.434932
4	3	598.434932
4	4	598.434932
4	5	598.434932
46	9	432.134320
46	10	432.134320
46	11	432.134320
46	12	432.134320
46	13	432.134320
47	9	432.134320
47	10	432.134320
47	11	432.134320
47	12	432.134320
47	13	432.134320
48	9	432.134320
48	10	432.134320
48	11	432.134320
48	12	432.134320
48	13	432.134320
49	9	432.134320
49	10	432.134320
49	11	432.134320
49	12	432.134320
49	13	432.134320
50	9	432.134320
50	10	432.134320
50	11	432.134320
50	12	432.134320
50	13	432.134320
13	3	762.793492
13	4	762.793492
14	3	762.793492
14	4	762.793492
43	47	250.178299
43	48	250.178299
44	47	250.178299
44	48	250.178299
23	47	975.888374
23	48	975.888374
24	47	975.888374
24	48	975.888374
46	28	991.653738
46	29	991.653738
47	28	991.653738
47	29	991.653738
6	27	419.466592
6	28	419.466592
6	29	419.466592
6	30	419.466592
7	27	419.466592
7	28	419.466592
7	29	419.466592
7	30	419.466592
8	27	419.466592
8	28	419.466592
8	29	419.466592
8	30	419.466592
9	27	419.466592
9	28	419.466592
9	29	419.466592
9	30	419.466592
16	2	975.867218
16	3	975.867218
16	4	975.867218
17	2	975.867218
17	3	975.867218
17	4	975.867218
18	2	975.867218
18	3	975.867218
18	4	975.867218
7	33	1125.377827
7	34	1125.377827
8	33	1125.377827
8	34	1125.377827
27	11	498.098687
27	12	498.098687
27	13	498.098687
28	11	498.098687
28	12	498.098687
28	13	498.098687
29	11	498.098687
29	12	498.098687
29	13	498.098687
39	19	224.861625
39	20	224.861625
40	19	224.861625
40	20	224.861625
48	32	484.221687
48	33	484.221687
49	32	484.221687
49	33	484.221687
25	2	1191.601284
25	3	1191.601284
25	4	1191.601284
26	2	1191.601284
26	3	1191.601284
26	4	1191.601284
27	2	1191.601284
27	3	1191.601284
27	4	1191.601284
31	43	1265.203174
31	44	1265.203174
31	45	1265.203174
32	43	1265.203174
32	44	1265.203174
32	45	1265.203174
33	43	1265.203174
33	44	1265.203174
33	45	1265.203174
43	29	1200.139300
43	30	1200.139300
43	31	1200.139300
44	29	1200.139300
44	30	1200.139300
44	31	1200.139300
45	29	1200.139300
45	30	1200.139300
45	31	1200.139300
32	10	815.927861
32	11	815.927861
32	12	815.927861
33	10	815.927861
33	11	815.927861
33	12	815.927861
34	10	815.927861
34	11	815.927861
34	12	815.927861
5	2	1577.452698
5	3	1577.452698
6	2	1577.452698
6	3	1577.452698
45	2	644.455840
45	3	644.455840
46	2	644.455840
46	3	644.455840
15	33	1313.666628
15	34	1313.666628
16	33	1313.666628
16	34	1313.666628
10	4	1110.084014
10	5	1110.084014
10	6	1110.084014
11	4	1110.084014
11	5	1110.084014
11	6	1110.084014
12	4	1110.084014
12	5	1110.084014
12	6	1110.084014
18	29	820.283644
18	30	820.283644
19	29	820.283644
19	30	820.283644
48	41	1051.117699
48	42	1051.117699
49	41	1051.117699
49	42	1051.117699
48	21	275.633996
48	22	275.633996
48	23	275.633996
49	21	275.633996
49	22	275.633996
49	23	275.633996
50	21	275.633996
50	22	275.633996
50	23	275.633996
6	14	980.808520
6	15	980.808520
7	14	980.808520
7	15	980.808520
17	37	883.092183
17	38	883.092183
18	37	883.092183
18	38	883.092183
18	32	1016.161018
18	33	1016.161018
18	34	1016.161018
19	32	1016.161018
19	33	1016.161018
19	34	1016.161018
20	32	1016.161018
20	33	1016.161018
20	34	1016.161018
46	48	1668.361649
46	49	1668.361649
47	48	1668.361649
47	49	1668.361649
2	45	335.913398
2	46	335.913398
3	45	335.913398
3	46	335.913398
6	23	414.727399
6	24	414.727399
6	25	414.727399
6	26	414.727399
7	23	414.727399
7	24	414.727399
7	25	414.727399
7	26	414.727399
8	23	414.727399
8	24	414.727399
8	25	414.727399
8	26	414.727399
9	23	414.727399
9	24	414.727399
9	25	414.727399
9	26	414.727399
3	21	1632.551757
3	22	1632.551757
4	21	1632.551757
4	22	1632.551757
10	33	1219.633037
10	34	1219.633037
10	35	1219.633037
11	33	1219.633037
11	34	1219.633037
11	35	1219.633037
12	33	1219.633037
12	34	1219.633037
12	35	1219.633037
2	40	185.532936
2	41	185.532936
3	40	185.532936
3	41	185.532936
31	2	694.420036
31	3	694.420036
31	4	694.420036
32	2	694.420036
32	3	694.420036
32	4	694.420036
33	2	694.420036
33	3	694.420036
33	4	694.420036
2	28	1515.393891
2	29	1515.393891
3	28	1515.393891
3	29	1515.393891
43	26	448.342597
43	27	448.342597
43	28	448.342597
44	26	448.342597
44	27	448.342597
44	28	448.342597
45	26	448.342597
45	27	448.342597
45	28	448.342597
48	2	176.447168
48	3	176.447168
48	4	176.447168
49	2	176.447168
49	3	176.447168
49	4	176.447168
50	2	176.447168
50	3	176.447168
50	4	176.447168
